b	R
42,0	3
42,1	3
42,2	2
42,3	0
42,4	1
42,5	0
42,6	4
42,7	5
42,8	3
42,9	1
43,0	7
43,1	4
43,2	4
43,3	4
43,4	4
43,5	1
43,6	0
43,7	2
43,8	4
43,9	8
44,0	6
44,1	2
44,2	4
44,3	6
44,4	2
44,5	11
44,6	48
44,7	124
44,8	524
44,9	1666
45,0	2698
45,1	3139
45,2	2864
45,3	2258
45,4	1586
45,5	778
45,6	403
45,7	151
45,8	87
45,9	35
46,0	36
46,1	23
46,2	17
46,3	10
46,4	7
46,5	1
46,6	4
46,7	2
46,8	2
46,9	3
47,0	2
47,1	3
47,2	1
47,3	2
47,4	1
47,5	4
47,6	3
47,7	0
47,8	3
47,9	3
48,0	1
